SCHLUESSEL,BERUFINT,BERUFVERZ,RO,BESCHARTA,BESCHARTB,ENTSENDEG,BLTAETIGKEIT,TRFIELD,REPL_ID,REPL_DATABASE,IENTGELTGRUPPE,SSICHTBARINMAND,CSELEKTIONSKENNZEICHEN,IWEBPORTAL,SWEBPORTALTEXT,AUSGTAETIGKEITSSCHLUESSEL,AKTIV,WARNUNGMINDESTLOHN,HOCHSCHULBERUF,VORRAUSSETZUNG,LFDNRAUSGTAETIGKEIT,SWEBPORTALTEXT2,CFREMDSCHLUESSEL,AUTO_UEBERNAHME_PERSONAL,PROSOFT_RECRUITING_SOURCE_ID,DKZ_ID
23705,Decksmeister/in,Decksmeister/in,,,,,,,35596,1604123803,,,,,,51193,1,,,,,,,1,,
23706,Meister/in - Schiffsbetriebsdienst,Meister/in - Schiffsbetriebsdienst,,,,,,,35597,1604123803,,,,,,51193,1,,,,,,,1,,
23707,Meister/in - Schiffsbetriebstechnik,Meister/in - Schiffsbetriebstechnik,,,,,,,35598,1604123803,,,,,,51193,1,,,,,,,1,,
23708,Meister/in - Schiffsmaschinenbetrieb,Meister/in - Schiffsmaschinenbetrieb,,,,,,,35599,1604123803,,,,,,51193,1,,,,,,,1,,
23709,Meister/in - Schiffsmaschinenbetrieb (Seeschiff),Meister/in - Schiffsmaschinenbetrieb (Seeschiff),,,,,,,35600,1604123803,,,,,,51193,1,,,,,,,1,,
23710,Meister/in - Schiffsmaschinen C-Patent/Seeschifffa,Meister/in - Schiffsmaschinen C-Patent/Seeschifffa,,,,,,,35601,1604123803,,,,,,51193,1,,,,,,,1,,
23711,Industriemeister/in - Techn. Wagenbehandlung - Eis,Industriemeister/in - Techn. Wagenbehandlung - Eis,,,,,,,35602,1604123803,,,,,,51193,1,,,,,,,1,,
23712,Bauhoffacharbeiter/in,Bauhoffacharbeiter/in,,,,,,,35603,1604123803,,,,,,51212,1,,,,,,,1,,
23713,Fahrbahnmarkierer/in,Fahrbahnmarkierer/in,,,,,,,35604,1604123803,,,,,,51212,1,,,,,,,1,,
23714,Fahrbahnservice-Mitarbeiter/in,Fahrbahnservice-Mitarbeiter/in,,,,,,,35605,1604123803,,,,,,51212,1,,,,,,,1,,
23715,Wegewart/in,Wegewart/in,,,,,,,35606,1604123803,,,,,,51212,1,,,,,,,1,,
23716,Brückenaufseher/in (Straßenwärter/in),Brückenaufseher/in (Straßenwärter/in),,,,,,,35607,1604123803,,,,,,51212,1,,,,,,,1,,
23717,Straßenwart/in,Straßenwart/in,,,,,,,35608,1604123803,,,,,,51212,1,,,,,,,1,,
23718,Straßenwärter/in,Straßenwärter/in,,,,,,,35609,1604123803,,,,,,51212,1,,,,,,,1,,
23719,Straßenmarkierer/in,Straßenmarkierer/in,,,,,,,35610,1604123803,,,,,,51212,1,,,,,,,1,,
23720,Straßentunnelwart/in,Straßentunnelwart/in,,,,,,,35611,1604123803,,,,,,51212,1,,,,,,,1,,
23721,Streckenwart/in (Straßen),Streckenwart/in (Straßen),,,,,,,35612,1604123803,,,,,,51212,1,,,,,,,1,,
23722,Straßenerhaltungsfachmann/-frau,Straßenerhaltungsfachmann/-frau,,,,,,,35613,1604123803,,,,,,51212,1,,,,,,,1,,
23723,Tunnelwart/in,Tunnelwart/in,,,,,,,35614,1604123803,,,,,,51212,1,,,,,,,1,,
23724,Tunnelwärter/in,Tunnelwärter/in,,,,,,,35615,1604123803,,,,,,51212,1,,,,,,,1,,
23725,Signalmonteur/in,Signalmonteur/in,,,,,,,35616,1604123803,,,,,,51222,1,,,,,,,1,,
23726,Sicherungsposten,Sicherungsposten,,,,,,,35617,1604123803,,,,,,51222,1,,,,,,,1,,
23727,Signalarbeiter/in,Signalarbeiter/in,,,,,,,35618,1604123803,,,,,,51222,1,,,,,,,1,,
23728,Signalschlosser/in,Signalschlosser/in,,,,,,,35619,1604123803,,,,,,51222,1,,,,,,,1,,
23729,Signalmechaniker/in,Signalmechaniker/in,,,,,,,35620,1604123803,,,,,,51222,1,,,,,,,1,,
23730,Signalfacharbeiter/in,Signalfacharbeiter/in,,,,,,,35621,1604123803,,,,,,51222,1,,,,,,,1,,
23731,Stellwerksmonteur/in,Stellwerksmonteur/in,,,,,,,35622,1604123803,,,,,,51222,1,,,,,,,1,,
23732,Streckenwärter/in (Bahn),Streckenwärter/in (Bahn),,,,,,,35623,1604123803,,,,,,51222,1,,,,,,,1,,
23733,Bahnbeamter/-beamtin (geh. techn. Dienst),Bahnbeamter/-beamtin (geh. techn. Dienst),,,,,,,35624,1604123803,,,,,,51223,1,,,,,,,1,,
23734,Bachelor of Engineering - Bahnbetrieb und Infrastr,Bachelor of Engineering - Bahnbetrieb und Infrastr,,,,,,,35625,1604123803,,,,,,51223,1,,,,,,,1,,
23735,Beamter/Beamtin - Bahnwesen (geh. techn. Dienst),Beamter/Beamtin - Bahnwesen (geh. techn. Dienst),,,,,,,35626,1604123803,,,,,,51223,1,,,,,,,1,,
23736,Techniker/in - Eisenbahnsicherung,Techniker/in - Eisenbahnsicherung,,,,,,,35627,1604123803,,,,,,51223,1,,,,,,,1,,
23737,Ingenieur/in - Bahnbetrieb und Infrastruktur,Ingenieur/in - Bahnbetrieb und Infrastruktur,,,,,,,35628,1604123803,,,,,,51224,1,,,,,,,1,,
23738,Automatisierungsingenieur/in - Eisenbahnsicherungs,Automatisierungsingenieur/in - Eisenbahnsicherungs,,,,,,,35629,1604123803,,,,,,51224,1,,,,,,,1,,
23739,Flugdiensttechniker/in,Flugdiensttechniker/in,,,,,,,35630,1604123803,,,,,,51233,1,,,,,,,1,,
23740,Flugsicherungstechniker/in,Flugsicherungstechniker/in,,,,,,,35631,1604123803,,,,,,51233,1,,,,,,,1,,
23741,Flugsicherungs-Meßingenieur/in,Flugsicherungs-Meßingenieur/in,,,,,,,35632,1604123803,,,,,,51234,1,,,,,,,1,,
23742,Flugsicherungs-Wartungsingenieur/in,Flugsicherungs-Wartungsingenieur/in,,,,,,,35633,1604123803,,,,,,51234,1,,,,,,,1,,
23743,Kanalwart/in (nicht Abwasserkanal),Kanalwart/in (nicht Abwasserkanal),,,,,,,35634,1604123803,,,,,,51242,1,,,,,,,1,,
23744,Kanalwärter/in (nicht Abwasserkanal),Kanalwärter/in (nicht Abwasserkanal),,,,,,,35635,1604123803,,,,,,51242,1,,,,,,,1,,
23745,Wasserstraßenaufseher/in,Wasserstraßenaufseher/in,,,,,,,35636,1604123803,,,,,,51242,1,,,,,,,1,,
23746,Wasserstraßenverkehrswart/in,Wasserstraßenverkehrswart/in,,,,,,,35637,1604123803,,,,,,51242,1,,,,,,,1,,
23747,Wasserstraßenbetriebsarbeiter/in,Wasserstraßenbetriebsarbeiter/in,,,,,,,35638,1604123803,,,,,,51242,1,,,,,,,1,,
23748,Wagenwärter/in (auf Seeschleusen),Wagenwärter/in (auf Seeschleusen),,,,,,,35639,1604123803,,,,,,51242,1,,,,,,,1,,
23749,Schleusenwart/in,Schleusenwart/in,,,,,,,35640,1604123803,,,,,,51242,1,,,,,,,1,,
23750,Schleusenwärter/in,Schleusenwärter/in,,,,,,,35641,1604123803,,,,,,51242,1,,,,,,,1,,
23751,Schleusentorwärter/in,Schleusentorwärter/in,,,,,,,35642,1604123803,,,,,,51242,1,,,,,,,1,,
23752,Schleusenverwalter/in,Schleusenverwalter/in,,,,,,,35643,1604123803,,,,,,51242,1,,,,,,,1,,
23753,Schleusenmaschinist/in,Schleusenmaschinist/in,,,,,,,35644,1604123803,,,,,,51242,1,,,,,,,1,,
23754,Schiffsbrückenaufseher/in,Schiffsbrückenaufseher/in,,,,,,,35645,1604123803,,,,,,51242,1,,,,,,,1,,
23755,Schleusenbeamter/-beamtin,Schleusenbeamter/-beamtin,,,,,,,35646,1604123803,,,,,,51242,1,,,,,,,1,,
23756,Schöpfwerkswärter/in (an Schleusen),Schöpfwerkswärter/in (an Schleusen),,,,,,,35647,1604123803,,,,,,51242,1,,,,,,,1,,
23757,Leuchtfeuerwärter/in,Leuchtfeuerwärter/in,,,,,,,35648,1604123803,,,,,,51242,1,,,,,,,1,,
23758,Wehrwärter/in,Wehrwärter/in,,,,,,,35649,1604123803,,,,,,51242,1,,,,,,,1,,
23759,Sperrwerkswärter/in (an Schleusen),Sperrwerkswärter/in (an Schleusen),,,,,,,35650,1604123803,,,,,,51242,1,,,,,,,1,,
23760,Brückenwärter/in,Brückenwärter/in,,,,,,,35651,1604123803,,,,,,51242,1,,,,,,,1,,
23761,Brückenmaschinist/in,Brückenmaschinist/in,,,,,,,35652,1604123803,,,,,,51242,1,,,,,,,1,,
23762,Stegwart/in,Stegwart/in,,,,,,,35653,1604123803,,,,,,51242,1,,,,,,,1,,
23763,Wärter/in (Seezeichendienst),Wärter/in (Seezeichendienst),,,,,,,35654,1604123803,,,,,,51242,1,,,,,,,1,,
23764,Hafenaufseher/in (Wasserverkehr),Hafenaufseher/in (Wasserverkehr),,,,,,,35655,1604123803,,,,,,51243,1,,,,,,,1,,
23765,Schleusenmeister/in,Schleusenmeister/in,,,,,,,35656,1604123803,,,,,,51243,1,,,,,,,1,,
23766,Wehrmeister/in,Wehrmeister/in,,,,,,,35657,1604123803,,,,,,51243,1,,,,,,,1,,
23767,Flussmeister/in,Flussmeister/in,,,,,,,35658,1604123803,,,,,,51243,1,,,,,,,1,,
23768,Schichtleiter/in (Schleusen/Wehranlagen),Schichtleiter/in (Schleusen/Wehranlagen),,,,,,,35659,1604123803,,,,,,51293,1,,,,,,,1,,
23769,Wegemeister/in,Wegemeister/in,,,,,,,35660,1604123803,,,,,,51293,1,,,,,,,1,,
23770,Signalwerkmeister/in,Signalwerkmeister/in,,,,,,,35661,1604123803,,,,,,51293,1,,,,,,,1,,
23771,Straßenmeister/in,Straßenmeister/in,,,,,,,35662,1604123803,,,,,,51293,1,,,,,,,1,,
23772,Straßenwärtermeister/in,Straßenwärtermeister/in,,,,,,,35663,1604123803,,,,,,51293,1,,,,,,,1,,
23773,Ballenpacker/in,Ballenpacker/in,,,,,,,35664,1604123803,,,,,,51311,1,,,,,,,1,,
23774,Ballenpresser/in,Ballenpresser/in,,,,,,,35665,1604123803,,,,,,51311,1,,,,,,,1,,
23775,Banderolierer/in,Banderolierer/in,,,,,,,35666,1604123803,,,,,,51311,1,,,,,,,1,,
23776,Ballenmacher/in (Versandfertigmacher/in),Ballenmacher/in (Versandfertigmacher/in),,,,,,,35667,1604123803,,,,,,51311,1,,,,,,,1,,
23777,Fahrzeugbegleiter/in,Fahrzeugbegleiter/in,,,,,,,35668,1604123803,,,,,,51311,1,,,,,,,1,,
23778,Fachhelfer/in - Lager,Fachhelfer/in - Lager,,,,,,,35669,1604123803,,,,,,51311,1,,,,,,,1,,
23779,Fahrzeugbereitsteller/in,Fahrzeugbereitsteller/in,,,,,,,35670,1604123803,,,,,,51311,1,,,,,,,1,,
23780,Hafenarbeiter/in,Hafenarbeiter/in,,,,,,,35671,1604123803,,,,,,51311,1,,,,,,,1,,
23781,Hafenlagerarbeiter/in,Hafenlagerarbeiter/in,,,,,,,35672,1604123803,,,,,,51311,1,,,,,,,1,,
23782,Hafenspeditionsarbeiter/in,Hafenspeditionsarbeiter/in,,,,,,,35673,1604123803,,,,,,51311,1,,,,,,,1,,
23783,Kaiarbeiter/in,Kaiarbeiter/in,,,,,,,35674,1604123803,,,,,,51311,1,,,,,,,1,,
23784,Kartonierer/in,Kartonierer/in,,,,,,,35675,1604123803,,,,,,51311,1,,,,,,,1,,
23785,Lagerhelfer/in,Lagerhelfer/in,,,,,,,35676,1604123803,,,,,,51311,1,,,,,,,1,,
23786,Lagerarbeiter/in,Lagerarbeiter/in,,,,,,,35677,1604123803,,,,,,51311,1,,,,,,,1,,
23787,Ladungsarbeiter/in,Ladungsarbeiter/in,,,,,,,35678,1604123803,,,,,,51311,1,,,,,,,1,,
23788,Lader/in (Transport),Lader/in (Transport),,,,,,,35679,1604123803,,,,,,51311,1,,,,,,,1,,
23789,Lagerhausarbeiter/in,Lagerhausarbeiter/in,,,,,,,35680,1604123803,,,,,,51311,1,,,,,,,1,,
23790,Lagerhilfsarbeiter/in,Lagerhilfsarbeiter/in,,,,,,,35681,1604123803,,,,,,51311,1,,,,,,,1,,
23791,Lagerverwalterhelfer/in,Lagerverwalterhelfer/in,,,,,,,35682,1604123803,,,,,,51311,1,,,,,,,1,,
23792,Lager- und Transportarbeiter/in,Lager- und Transportarbeiter/in,N,744,,,,,35683,1604123803,,,,,,51311,1,,,,,,,1,,
23793,Ladearbeiter/in (Transportwerker/in),Ladearbeiter/in (Transportwerker/in),,,,,,,35684,1604123803,,,,,,51311,1,,,,,,,1,,
23794,Markthelfer/in,Markthelfer/in,,,,,,,35685,1604123803,,,,,,51311,1,,,,,,,1,,
23795,Magazinausgeber/in,Magazinausgeber/in,,,,,,,35686,1604123803,,,,,,51311,1,,,,,,,1,,
23796,Materialausgeber/in,Materialausgeber/in,,,,,,,35687,1604123803,,,,,,51311,1,,,,,,,1,,
23797,Maschinenpaketierer/in,Maschinenpaketierer/in,,,,,,,35688,1604123803,,,,,,51311,1,,,,,,,1,,
23798,Materiallagerarbeiter/in,Materiallagerarbeiter/in,,,,,,,35689,1604123803,,,,,,51311,1,,,,,,,1,,
23799,Materialbereitsteller/in,Materialbereitsteller/in,,,,,,,35690,1604123803,,,,,,51311,1,,,,,,,1,,
23800,Packer/in,Packer/in,,,,,,,35691,1604123803,,,,,,51311,1,,,,,,,1,,
23801,Paketierer/in,Paketierer/in,,,,,,,35692,1604123803,,,,,,51311,1,,,,,,,1,,
23802,Palettierer/in,Palettierer/in,,,,,,,35693,1604123803,,,,,,51311,1,,,,,,,1,,
23803,Packerhelfer/in,Packerhelfer/in,,,,,,,35694,1604123803,,,,,,51311,1,,,,,,,1,,
23804,Paketsortierer/in,Paketsortierer/in,,,,,,,35695,1604123803,,,,,,51311,1,,,,,,,1,,
23805,Packmaschinenführer/in,Packmaschinenführer/in,,,,,,,35696,1604123803,,,,,,51311,1,,,,,,,1,,
23806,Pack- und Produktionshilfe,Pack- und Produktionshilfe,,,,,,,35697,1604123803,,,,,,51311,1,,,,,,,1,,
23807,Rampenarbeiter/in,Rampenarbeiter/in,,,,,,,35698,1604123803,,,,,,51311,1,,,,,,,1,,
23808,Sackfüller/in,Sackfüller/in,,,,,,,35699,1604123803,,,,,,51311,1,,,,,,,1,,
23809,Warenausgeber/in,Warenausgeber/in,,,,,,,35700,1604123803,,,,,,51311,1,,,,,,,1,,
23810,Wagenschieber/in,Wagenschieber/in,,,,,,,35701,1604123803,,,,,,51311,1,,,,,,,1,,
23811,Warenaufmacher/in-Versand,Warenaufmacher/in-Versand,,,,,,,35702,1604123803,,,,,,51311,1,,,,,,,1,,
23812,Wagenbegleiter/in (Beifahrer/in),Wagenbegleiter/in (Beifahrer/in),,,,,,,35703,1604123803,,,,,,51311,1,,,,,,,1,,
23813,Ablader/in,Ablader/in,,,,,,,35704,1604123803,,,,,,51311,1,,,,,,,1,,
23814,Abpacker/in,Abpacker/in,,,,,,,35705,1604123803,,,,,,51311,1,,,,,,,1,,
23815,Abzähler/in,Abzähler/in,,,,,,,35706,1604123803,,,,,,51311,1,,,,,,,1,,
23816,Abfüller/in,Abfüller/in,,,,,,,35707,1604123803,,,,,,51311,1,,,,,,,1,,
23817,Abpackmaschinenbediener/in,Abpackmaschinenbediener/in,,,,,,,35708,1604123803,,,,,,51311,1,,,,,,,1,,
23818,Abfüllmaschinenbediener/in,Abfüllmaschinenbediener/in,,,,,,,35709,1604123803,,,,,,51311,1,,,,,,,1,,
23819,Abwieger/in (Versandfertigmacher/in),Abwieger/in (Versandfertigmacher/in),,,,,,,35710,1604123803,,,,,,51311,1,,,,,,,1,,
23820,"Abräumer/in (Lager-, Transportarbeiter/in)","Abräumer/in (Lager-, Transportarbeiter/in)",,,,,,,35711,1604123803,,,,,,51311,1,,,,,,,1,,
23821,Belader/in,Belader/in,,,,,,,35712,1604123803,,,,,,51311,1,,,,,,,1,,
23822,Beschrifter/in,Beschrifter/in,,,,,,,35713,1604123803,,,,,,51311,1,,,,,,,1,,
23823,Behälterfüller/in,Behälterfüller/in,,,,,,,35714,1604123803,,,,,,51311,1,,,,,,,1,,
23824,Bekleber/in (Etiketten),Bekleber/in (Etiketten),,,,,,,35715,1604123803,,,,,,51311,1,,,,,,,1,,
23825,Beifahrer/in (Kraftfahrer),Beifahrer/in (Kraftfahrer),,,,,,,35716,1604123803,,,,,,51311,1,,,,,,,1,,
23826,Beamter/Beamtin - Lagerverwaltung (einf. Dienst),Beamter/Beamtin - Lagerverwaltung (einf. Dienst),,,,,,,35717,1604123803,,,,,,51311,1,,,,,,,1,,
23827,Deckshelfer/in,Deckshelfer/in,,,,,,,35718,1604123803,,,,,,51311,1,,,,,,,1,,
23828,Depotarbeiter/in,Depotarbeiter/in,,,,,,,35719,1604123803,,,,,,51311,1,,,,,,,1,,
23829,"Fertigmacher/in (Waren, Versand)","Fertigmacher/in (Waren, Versand)",,,,,,,35720,1604123803,,,,,,51311,1,,,,,,,1,,
23830,Geräteausgeber/in,Geräteausgeber/in,,,,,,,35721,1604123803,,,,,,51311,1,,,,,,,1,,
23831,Gewürzabfüller/in,Gewürzabfüller/in,,,,,,,35722,1604123803,,,,,,51311,1,,,,,,,1,,
23832,"Helfer/in - Lagerwirtschaft, Transport","Helfer/in - Lagerwirtschaft, Transport",,,,,,,35723,1604123803,,,,,,51311,1,,,,,,,1,,
23833,Remissionsarbeiter/in (Zeitschriftenvertrieb),Remissionsarbeiter/in (Zeitschriftenvertrieb),,,,,,,35724,1604123803,,,,,,51311,1,,,,,,,1,,
23834,Verlader/in,Verlader/in,,,,,,,35725,1604123803,,,,,,51311,1,,,,,,,1,,
23835,Verpacker/in,Verpacker/in,,,,,,,35726,1604123803,,,,,,51311,1,,,,,,,1,,
23836,Verwieger/in,Verwieger/in,,,,,,,35727,1604123803,,,,,,51311,1,,,,,,,1,,
23837,Verkorker/in,Verkorker/in,,,,,,,35728,1604123803,,,,,,51311,1,,,,,,,1,,
23838,Verplomber/in,Verplomber/in,,,,,,,35729,1604123803,,,,,,51311,1,,,,,,,1,,
23839,Verschnürer/in,Verschnürer/in,,,,,,,35730,1604123803,,,,,,51311,1,,,,,,,1,,
23840,Verschließer/in,Verschließer/in,,,,,,,35731,1604123803,,,,,,51311,1,,,,,,,1,,
23841,Verpackerhelfer/in,Verpackerhelfer/in,,,,,,,35732,1604123803,,,,,,51311,1,,,,,,,1,,
23842,Verladearbeiter/in,Verladearbeiter/in,,,,,,,35733,1604123803,,,,,,51311,1,,,,,,,1,,
23843,Versandarbeiter/in,Versandarbeiter/in,,,,,,,35734,1604123803,,,,,,51311,1,,,,,,,1,,
23844,Versandfertigmacher/in,Versandfertigmacher/in,,,,,,,35735,1604123803,,,,,,51311,1,,,,,,,1,,
23845,Verladebrückenarbeiter/in,Verladebrückenarbeiter/in,,,,,,,35736,1604123803,,,,,,51311,1,,,,,,,1,,
23846,Verschließmaschinenarbeiter/in,Verschließmaschinenarbeiter/in,,,,,,,35737,1604123803,,,,,,51311,1,,,,,,,1,,
23847,Einpacker/in,Einpacker/in,,,,,,,35738,1604123803,,,,,,51311,1,,,,,,,1,,
23848,Einwieger/in,Einwieger/in,,,,,,,35739,1604123803,,,,,,51311,1,,,,,,,1,,
23849,Kistenpacker/in,Kistenpacker/in,,,,,,,35740,1604123803,,,,,,51311,1,,,,,,,1,,
23850,Mitfahrer/in,Mitfahrer/in,,,,,,,35741,1604123803,,,,,,51311,1,,,,,,,1,,
23851,Siloarbeiter/in,Siloarbeiter/in,,,,,,,35742,1604123803,,,,,,51311,1,,,,,,,1,,
23852,Viehverlader/in,Viehverlader/in,,,,,,,35743,1604123803,,,,,,51311,1,,,,,,,1,,
23853,"Blockfahrer/in (Lager-, Transportarbeiter/in)","Blockfahrer/in (Lager-, Transportarbeiter/in)",,,,,,,35744,1604123803,,,,,,51311,1,,,,,,,1,,
23854,Flughafenarbeiter/in,Flughafenarbeiter/in,,,,,,,35745,1604123803,,,,,,51311,1,,,,,,,1,,
23855,Flaschensortierer/in,Flaschensortierer/in,,,,,,,35746,1604123803,,,,,,51311,1,,,,,,,1,,
23856,Klavierträger/in,Klavierträger/in,,,,,,,35747,1604123803,,,,,,51311,1,,,,,,,1,,
23857,Kleber/in (Etiketten),Kleber/in (Etiketten),,,,,,,35748,1604123803,,,,,,51311,1,,,,,,,1,,
23858,Umschlagarbeiter/in,Umschlagarbeiter/in,,,,,,,35749,1604123803,,,,,,51311,1,,,,,,,1,,
23859,Anlagen- und Systemkennzeichner/in,Anlagen- und Systemkennzeichner/in,,,,,,,35750,1604123803,,,,,,51311,1,,,,,,,1,,
23860,Entlader/in,Entlader/in,,,,,,,35751,1604123803,,,,,,51311,1,,,,,,,1,,
23861,Inventurhelfer/in,Inventurhelfer/in,,,,,,,35752,1604123803,,,,,,51311,1,,,,,,,1,,
23862,Kohlenträger/in,Kohlenträger/in,,,,,,,35753,1604123803,,,,,,51311,1,,,,,,,1,,
23863,Rollenverpacker/in,Rollenverpacker/in,,,,,,,35754,1604123803,,,,,,51311,1,,,,,,,1,,
23864,Sortierer/in,Sortierer/in,,,,,,,35755,1604123803,,,,,,51311,1,,,,,,,1,,
23865,Sortiermaschinenbediener/in,Sortiermaschinenbediener/in,,,,,,,35756,1604123803,,,,,,51311,1,,,,,,,1,,
23866,Speicherarbeiter/in,Speicherarbeiter/in,,,,,,,35757,1604123803,,,,,,51311,1,,,,,,,1,,
23867,Speditionsarbeiter/in,Speditionsarbeiter/in,,,,,,,35758,1604123803,,,,,,51311,1,,,,,,,1,,
23868,Brückenarbeiter/in (Verlader/in),Brückenarbeiter/in (Verlader/in),,,,,,,35759,1604123803,,,,,,51311,1,,,,,,,1,,
23869,Frachtarbeiter/in (Transport),Frachtarbeiter/in (Transport),,,,,,,35760,1604123803,,,,,,51311,1,,,,,,,1,,
23870,Kraftfahrzeugbeifahrer/in,Kraftfahrzeugbeifahrer/in,,,,,,,35761,1604123803,,,,,,51311,1,,,,,,,1,,
23871,Kraftfahrzeugbegleiter/in,Kraftfahrzeugbegleiter/in,,,,,,,35762,1604123803,,,,,,51311,1,,,,,,,1,,
23872,Preisauszeichner/in,Preisauszeichner/in,,,,,,,35763,1604123803,,,,,,51311,1,,,,,,,1,,
23873,Presser/in (Ballen),Presser/in (Ballen),,,,,,,35764,1604123803,,,,,,51311,1,,,,,,,1,,
23874,Propangasabfüller/in,Propangasabfüller/in,,,,,,,35765,1604123803,,,,,,51311,1,,,,,,,1,,
23876,Transporteur/in,Transporteur/in,,,,,,,35766,1604123803,,,,,,51311,1,,,,,,,1,,
23877,Transporthelfer/in,Transporthelfer/in,,,,,,,35767,1604123803,,,,,,51311,1,,,,,,,1,,
23878,Transportarbeiter/in,Transportarbeiter/in,,,,,,,35768,1604123803,,,,,,51311,1,,,,,,,1,,
23879,Transportbandarbeiter/in,Transportbandarbeiter/in,,,,,,,35769,1604123803,,,,,,51311,1,,,,,,,1,,
23880,Transportbegleiter/in (Fahrzeugbegleiter/in),Transportbegleiter/in (Fahrzeugbegleiter/in),,,,,,,35770,1604123803,,,,,,51311,1,,,,,,,1,,
23881,Etikettierer/in,Etikettierer/in,,,,,,,35771,1604123803,,,,,,51311,1,,,,,,,1,,
23882,Etikettenkleber/in,Etikettenkleber/in,,,,,,,35772,1604123803,,,,,,51311,1,,,,,,,1,,
23883,Auspacker/in,Auspacker/in,,,,,,,35773,1604123803,,,,,,51311,1,,,,,,,1,,
23884,Auswieger/in,Auswieger/in,,,,,,,35774,1604123803,,,,,,51311,1,,,,,,,1,,
23885,Aufstapler/in,Aufstapler/in,,,,,,,35775,1604123803,,,,,,51311,1,,,,,,,1,,
23886,Auszeichner/in,Auszeichner/in,,,,,,,35776,1604123803,,,,,,51311,1,,,,,,,1,,
23887,Ausladearbeiter/in,Ausladearbeiter/in,,,,,,,35777,1604123803,,,,,,51311,1,,,,,,,1,,
23888,"Ausgeber/in (Lager, Magazin)","Ausgeber/in (Lager, Magazin)",,,,,,,35778,1604123803,,,,,,51311,1,,,,,,,1,,
23889,Aufräumer/in (Lagerarbeiter/in),Aufräumer/in (Lagerarbeiter/in),,,,,,,35779,1604123803,,,,,,51311,1,,,,,,,1,,
23890,Aufmacher/in (Warenaufmacher/in),Aufmacher/in (Warenaufmacher/in),,,,,,,35780,1604123803,,,,,,51311,1,,,,,,,1,,
23891,Auslader/in (Transportarbeiter/in),Auslader/in (Transportarbeiter/in),,,,,,,35781,1604123803,,,,,,51311,1,,,,,,,1,,
23892,Munitionslagerarbeiter/in,Munitionslagerarbeiter/in,,,,,,,35782,1604123803,,,,,,51311,1,,,,,,,1,,
23893,Wäger/in,Wäger/in,,,,,,,35783,1604123803,,,,,,51311,1,,,,,,,1,,
23894,Förderarbeiter/in (Transport),Förderarbeiter/in (Transport),,,,,,,35784,1604123803,,,,,,51311,1,,,,,,,1,,
23895,Möbelpacker/in,Möbelpacker/in,,,,,,,35785,1604123803,,,,,,51311,1,,,,,,,1,,
23896,Möbelträger/in,Möbelträger/in,,,,,,,35786,1604123803,,,,,,51311,1,,,,,,,1,,
23897,Möbeltransporteur/in,Möbeltransporteur/in,,,,,,,35787,1604123803,,,,,,51311,1,,,,,,,1,,
23898,Möbeltransportarbeiter/in,Möbeltransportarbeiter/in,,,,,,,35788,1604123803,,,,,,51311,1,,,,,,,1,,
23899,"Bündler/in (Warenaufmacher/in, Versandfertigmacher","Bündler/in (Warenaufmacher/in, Versandfertigmacher",,,,,,,35789,1604123803,,,,,,51311,1,,,,,,,1,,
23900,Güterabfertigungsarbeiter/in,Güterabfertigungsarbeiter/in,,,,,,,35790,1604123803,,,,,,51311,1,,,,,,,1,,
23901,Kühlraumarbeiter/in (Lagerarbeiter/in),Kühlraumarbeiter/in (Lagerarbeiter/in),,,,,,,35791,1604123803,,,,,,51311,1,,,,,,,1,,
23902,Warenpacker/in,Warenpacker/in,,,,,,,35792,1604123803,,,,,,51311,1,,,,,,,1,,
23903,Wareneinpacker/in,Wareneinpacker/in,,,,,,,35793,1604123803,,,,,,51311,1,,,,,,,1,,
23904,Warensortierer/in,Warensortierer/in,,,,,,,35794,1604123803,,,,,,51311,1,,,,,,,1,,
23905,Warenauszeichner/in,Warenauszeichner/in,,,,,,,35795,1604123803,,,,,,51311,1,,,,,,,1,,
23906,Wareneinsortierer/in,Wareneinsortierer/in,,,,,,,35796,1604123803,,,,,,51311,1,,,,,,,1,,
23907,Warenkennzeichner/in,Warenkennzeichner/in,,,,,,,35797,1604123803,,,,,,51311,1,,,,,,,1,,
23908,Warenlagerarbeiter/in,Warenlagerarbeiter/in,,,,,,,35798,1604123803,,,,,,51311,1,,,,,,,1,,
23909,Warenzeichenprüfer/in,Warenzeichenprüfer/in,,,,,,,35799,1604123803,,,,,,51311,1,,,,,,,1,,
23910,Warenzeichenanbringer/in,Warenzeichenanbringer/in,,,,,,,35800,1604123803,,,,,,51311,1,,,,,,,1,,
23911,Werkzeugausgeber/in,Werkzeugausgeber/in,,,,,,,35801,1604123803,,,,,,51311,1,,,,,,,1,,
23912,Wieger/in,Wieger/in,,,,,,,35802,1604123803,,,,,,51311,1,,,,,,,1,,
23913,Fachpacker/in,Fachpacker/in,,,,,,,35803,1604123803,,,,,,51312,1,,,,,,,1,,
23914,Fachlagerist/in,Fachlagerist/in,N,522,,,,,35804,1604123803,,,,,,51312,1,,,,,,,1,,
23915,Fachkraft - Lagerwesen,Fachkraft - Lagerwesen,N,,,,,,35805,1604123803,,,,,,51312,1,,,,13905,,,1,,111899
23916,Fachkraft - Lagerlogistik,Fachkraft - Lagerlogistik,N,741,,,,,35806,1604123803,,,,,,51312,1,,,,13904,,,1,,27449
